REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN,CLASS
36,243,9,0.11111111,0,1.888889,1.8518513,2,0.7111104,13.333333,9.888889,12.111111,18,-10.333333,-3.6666667,14,18,0.4522286,2.3683105,5
60,102.5,9,0,0,0.69444451,0.542592495,0.97222215,0.76481507,2.5185184,0.388888905,6,1.16666665,-6.38888875,10.444444,-4.0555557,6,0.943694875,-2.22359265,2
1,81,9,0,0,12.166667,267.45554,9.222222,205.36296,21.333334,14,30.555555,19.444445,-22,27.666666,-5.6666665,30.555555,0.5952822,-2.438409,2
62.5,212,9,0,0,1.97222225,3.3203708,1.30555542,1.498148,7.2222221,5.55555565,5.11111115,11,-5,-6.33333325,11.333333,11,0.568175535,2.01478725,5
152,18,9,0,0,0.7777774,0.4554219,0.55555725,0.2721644,112.111115,97.22222,130.44444,108.666664,-44.666668,55,-10.333333,130.44444,0.2546684,-2.45498,1
23,55,9,0,0,2.2222216,3.6740727,1.7777773,0.7851852,23.444445,21.666666,31.11111,17.555555,-5.3333335,23,-17.666666,31.11111,0.43507022,-1.7711632,0
70,46,9,0,0,0.66666665,0.5852167,0.75,0.75647305,111.1666675,98.61111,129.111115,105.7777745,-37.6666665,53.833335,-16.1666675,129.111115,0.236215325,-2.3321886,1
121,60,9,0,0,2.277778,2.329629,2.888889,2.8740742,26.74074,24.666666,35.22222,20.333334,-6.2222223,25.444445,-19.222221,35.22222,0.4223002,-1.776113,0
142,124.3333333,9,0,0,0.722222157,0.277777817,1.388888883,1.645679025,4.1604938,3.074074173,7.074074067,2.3333333,-3.259259233,8.7407406,-5.4814815,7.185185067,0.796818713,-1.8421443,2
133,38.5,9,0,0,1.16666665,1.29572345,1.444444635,1.18148588,56.277777,51.166665,67.333335,50.333332,-15.3333335,33.166665,-17.833333,67.333335,0.25418398,-2.04416345,3
100.5,224.25,9,0.027777778,0,1.777777735,1.848247875,2.166666575,1.67112276,15.35185175,11.638889,13.66666725,20.7499995,-11.138889,-5.055555675,16.19444475,20.7499995,0.441617525,2.3340273,5
243,94,9,0,0,0.6666666,0.31111112,0.22222221,0.029629631,1.1851852,0.22222222,3.2222223,0.11111111,-2.8888888,6.111111,-3.2222223,3.2222223,0.9777778,-2.0712416,4
98,135.5,9,0,0,0.513888903,0.268050902,0.777777753,0.38298894,2.78703705,2.249999938,4.805555625,1.305555575,-1.61111105,6.055555575,-4.444444425,4.888888875,0.834479717,-1.82776156,2
141,17,9,0.11111111,0.22222222,3.7222226,4.4493027,5,2.319004,44.592594,40.333336,54,39.444443,-12.777778,28.222221,-15.444445,54,0.26818594,-2.030048,3
18.66666667,139,9,0,0,0.648148167,0.223456797,0.68518517,0.304938227,4.209876633,4.666666667,5.666666667,2.296296333,1.370370467,4.37037054,-5.740740767,6.4444445,0.6578777,-1.188714233,0
23,85,9,0,0,1.4444445,1.0518525,1.777778,0.96296287,17.962963,18.88889,21.88889,13.111111,2.7777777,11.777778,-14.555555,21.88889,0.39975148,-1.386867,0
219,80,9,0,0,1.2777767,0.3296295,0.6666667,0.9333318,39.703705,36.333336,48.22222,34.555557,-10.111111,25.555555,-15.444445,48.22222,0.28296396,-1.9626464,3
208.5,179.5,9,0,0.055555555,1.5833333,1.51978335,4.24999955,2.21947185,57.166666,51.111111,71.111115,49.277779,-18.1666675,41.8333335,-23.6666655,71.111115,0.30654206,-2.00280355,6
77,185,9,0,0,2.944445,7.6629586,6.2222214,32.118523,32.555557,29.222221,39.666668,28.777779,-10,21.333334,-11.333333,39.666668,0.27036038,-2.0852716,6
143.5,106.5,9,0,0,0.99999998,0.531414085,1.58333317,0.91472531,25.907407,23.3333325,32.8333345,21.5555565,-7.7222219,20.7777775,-13.055555,32.8333345,0.36662315,-1.9440538,4
198,127,9,0,0,2.4444444,4.385187,8.555555,59.54075,40.74074,38,48.22222,36,-8.222222,22.444445,-14.222222,48.22222,0.24899939,-1.9083478,6
96,89,9,0,0,1.1111115,0.781481335,1.02777768,1.35740918,22.0370365,19.7777775,29.3888895,16.9444445,-6.77777795,22.0555555,-15.2777775,29.3888895,0.42516841,-1.84188,0
202,193,9,0,0,1.111112,0.7503075,3.3888881,2.489236,41.703705,37.88889,50.666668,36.555557,-11.444445,26.88889,-15.444445,50.666668,0.27838665,-1.9929975,6
5,210,9,0,0.11111111,2.1666672,1.6699982,4.444444,2.613356,51.296295,45.444443,64.333336,44.11111,-17.555555,39.11111,-21.555555,64.333336,0.3175664,-2.0208955,6
4,189,9,0,0,2.0555565,3.8851852,11.722221,114.59634,26.444445,23.444445,33,22.88889,-9,19.666666,-10.666667,33,0.27147257,-2.1010017,6
26,67,9,0.11111111,0,1,0.8888903,2.4444447,3.1851847,20,19.555555,25.88889,14.555555,-1.3333334,17.666666,-16.333334,25.88889,0.4369392,-1.6232022,0
197,121,9,0,0,21.666666,17.3628,0.94444436,0.9047208,41.037037,37.444443,49.444443,36.22222,-10.777778,25.222221,-14.444445,49.444443,0.28057775,-1.9955361,3
252,201,9,0,0,4.6111107,5.495115,5.5555553,5.795274,40.296295,35.77778,49,36.11111,-13.555555,26.11111,-12.555555,49,0.2753682,-2.1758256,6
214,161,9,0,0,3.7222223,0.72963357,11.5,18.922234,40.444443,35.333336,49.666668,36.333336,-15.333333,27.666666,-12.333333,49.666668,0.29805613,-2.198939,6
188.5,138.5,9,0,0,0.16666667,0.13333337,0.25,0.038888868,3.33333325,4.166667,3.88888885,1.9444444,2.5,1.66666665,-4.1666665,4.2222225,0.26929012,-0.46240863,0
172,53.33333333,9,0,0,0.648147603,0.337038387,1.240739647,0.541975183,136.4321,129.5925967,146.70371,133.0000033,-20.51851833,30.814815,-10.29629633,146.70371,0.116808412,-2.2913405,1
151.5,70.5,9,0,0,1.7777777,1.5194349,1.16666665,0.983329285,51.5370375,48.833334,59.666665,46.11111,-8.1111109,24.3888885,-16.2777775,59.666665,0.220604185,-1.83294835,3
142,33,9,0,0,0.49999872,0.62360865,0.50000125,0.3496027,110.59259,96.77778,128.66667,106.333336,-41.444443,54.22222,-12.777778,128.66667,0.24777646,-2.4080186,1
2,44,9,0,0,2.1666672,2.3888876,2.3888896,1.5296285,18.74074,17.333334,25.222221,13.666667,-4.2222223,19.444445,-15.222222,25.222221,0.45768142,-1.7537255,0
141.5,24.5,9,0,0,1.138888025,1.18703765,0.99999938,0.629633228,127.814815,117.722222,142.000005,123.7222225,-30.277778,42.555555,-12.2777775,142.000005,0.17095028,-2.3519019,1
12.5,109,9,0,0,1.52777795,3.075925375,2.02777775,0.987037285,17.796296,18.944445,21.2777775,13.166667,3.4444444,10.444444,-13.888889,21.2777775,0.378802385,-1.32361445,0
55.66666667,39.33333333,9,0,0,1.3888897,0.949384633,1.2777782,0.7493865,131.0246867,122.6296333,143.74074,126.7037013,-25.185185,38.14814967,-12.962963,143.74074,0.147502918,-2.284043333,1
118,180,9,0,0,1.9444447,1.4819913,3.1111114,1.0886629,48.555557,44.11111,59,42.555557,-13.333333,31.333334,-18,59,0.27882218,-1.9960423,6
71,180,9,0.11111111,0,1.222222,0.5629625,3,1.8666646,22.333334,18.333334,21.444445,27.222221,-12,-2.6666667,14.666667,27.222221,0.3273826,2.4538307,5
196,129,9,0,0,0.83333325,0.43333334,0.6666667,0.17777774,6.3333335,7.888889,7.3333335,3.7777777,4.6666665,3,-7.6666665,8.222222,0.54012346,-0.9327826,0
236,195,9,0,0,2.5185182,1.584889733,2.870370333,1.8111708,48.23456833,42.88888867,59.703705,42.111111,-16.03703733,34.407409,-18.37037133,59.703705,0.29512301,-2.0497192,6
150,158,9,0,0,2.166667,1.6333338,1.388889,0.41851807,8.444445,7,12.222222,6.111111,-4.3333335,11.333333,-7,12.222222,0.50308645,-1.9434487,3
223,161,9,0,0,1.3888893,3.040736,8.999999,31.022234,42.037037,36,52.22222,37.88889,-18.11111,30.555555,-12.444445,52.22222,0.30841646,-2.282295,6
182,186,9,0.11111111,0,3.666666,2.0439608,1.7777767,1.2412661,48.444443,43.77778,59.88889,41.666668,-14,34.333332,-20.333334,59.88889,0.30452195,-1.9730555,6
41,75,9,0,0.11111111,15.388889,19.136257,26.611113,31.71359,55,47.444443,65.44444,52.11111,-22.666666,31.333334,-8.666667,65.44444,0.29780185,-2.3567543,3
178,185,9,0,0,2.6111119,1.8063676,3.1111114,2.2771008,49.037037,44,60.666668,42.444443,-15.111111,34.88889,-19.777779,60.666668,0.30003616,-2.006186,6
237,191,9,0,0,1,0.31111106,1.5,1.0111109,7.3333335,5.3333335,5.4444447,11.222222,-6,-5.6666665,11.666667,11.222222,0.5358197,2.1224225,5
200.75,204,9,0.027777778,0,1.0416667,0.696660295,2.027777725,2.432230768,14.490741,11.6666665,12.75,19.05555575,-8.472222325,-5.222222075,13.69444425,19.05555575,0.416204773,2.236689875,5
229,104,9,0,0,0.49999985,0.54772234,2.8333333,2.0412421,19.777779,16.333334,26.11111,16.88889,-10.333333,19,-8.666667,26.11111,0.37553233,-2.1506376,4
223,62,9,0,0,0.3333334,0.29814243,0.44444442,0.50184846,6.4444447,4.111111,11.444445,3.7777777,-7,15,-8,11.444445,0.6703704,-2.0487173,4
239,93,9,0,0,3.444444,13.496301,1.0555555,0.86296237,14.407408,9.888889,22.88889,10.444445,-13.555555,25.444445,-11.888889,22.88889,0.57700235,-2.1374934,4
54,133,9,0,0,1.5555557,1.0074074,0.50000006,0.3444443,5.3703704,3.6666667,9,3.4444444,-5.111111,10.888889,-5.7777777,9,0.6304714,-2.0480003,4
217,148,9,0,0,2.0555556,2.551854,1.0555553,0.5074078,29.074074,21.444445,41.555557,24.222221,-22.88889,37.444443,-14.555555,41.555557,0.4837708,-2.2379715,3
252,137,9,0,0,0.88888884,0.544331,0.6111111,0.71232533,0.7407407,0.33333334,1.7777778,0.11111111,-1.2222222,3.1111112,-1.8888888,1.7777778,0.75,-2.0076063,4
112,30,9,0,0,0.55555725,0.2721644,1.2222227,0.7200825,113.25926,100.77778,130.11111,108.888885,-37.444443,50.555557,-13.111111,130.11111,0.22538376,-2.3853076,1
80,87,9,0,0.11111111,24.388891,572.9964,44.722225,1386.3292,67.44444,58.77778,79,64.55556,-26,34.666668,-8.666667,79,0.30628127,-2.4221272,2
187,80,9,0,0,1.3333327,0.7111114,1.3333334,0.7111086,40.51852,37.77778,47.666668,36.11111,-8.222222,21.444445,-13.222222,47.666668,0.24472968,-1.942698,3
21,90,9,0,0,0.66666794,0.044444147,0.7777786,0.56296283,113.48148,105.888885,128.55556,106,-22.777779,45.22222,-22.444445,128.55556,0.17969723,-2.0978148,1
155.5,99.5,9,0,0,4.611111,2.63426575,0.583332865,0.33092389,31.6666665,27.2777775,40.166668,27.5555565,-13.1666665,25.5,-12.3333335,40.166668,0.32935831,-2.11689155,4
18.5,197,9,0,0,1.055555715,0.596248625,1.000000085,0.696369465,15.5185185,13.888889,12.5555555,20.111112,-4.88888885,-8.888889,13.777778,20.111112,0.37559576,1.92417125,5
229,124,9,0,0,0.888889,0.074073985,0.8888889,0.3407407,5.888889,7.111111,7.111111,3.4444444,3.6666667,3.6666667,-7.3333335,7.5555553,0.5458554,-1.0376626,4
23,129,9,0,0,0.5,0.077777795,0.38888887,0.15185186,0.5185185,0,1.5555556,0,-1.5555556,3.1111112,-1.5555556,1.5555556,0.7777778,-2.0943952,2
56.33333333,176,9,0.037037037,0,1.05555573,0.73575741,1.68518512,1.39903004,21.55555567,17.666666,20.55555633,26.444445,-11.66666677,-3.000000013,14.666667,26.444445,0.331264317,2.402136833,5
152,155,9,0,0,0.5,0.61111104,10.777778,131.80739,7.296296,5.3333335,11,5.5555553,-5.888889,11.111111,-5.2222223,11,0.5,-2.115567,3
162,159,9,0,0,2.1666667,0.9603238,2.2222223,1.4555128,26.11111,25.222221,29.555555,23.555555,-2.6666667,10.333333,-7.6666665,29.555555,0.20284556,-1.8025542,3
95,57,9,0,0,1.8333327,3.4111106,2.1111107,1.7185175,26.296297,24.666666,34.444447,19.777779,-4.888889,24.444445,-19.555555,34.444447,0.42569095,-1.7390174,0
129,189,9,0,0,2.6944447,2.12698365,2.6944447,2.29242055,59.555555,52.777779,74.4444475,51.4444445,-20.3333325,44.666665,-24.3333325,74.4444475,0.310534355,-2.03448,6
112,197,9,0,0,4.2222233,2.9938211,4.9444447,3.1227946,50.333332,44.666668,62.22222,44.11111,-17,35.666668,-18.666666,62.22222,0.29632849,-2.0712209,6
112,90,9,0,0,7.38889,6.9455557,1.2777773,0.87981415,65.18519,57.666668,79.77778,58.11111,-22.555555,43.77778,-21.222221,79.77778,0.27834544,-2.108813,3
58,107.3333333,9,0,0,2.444444533,1.5053245,2.777777633,2.32098224,18.97530867,13.48148167,28.70370333,14.740741,-16.48148133,29.185185,-12.70370367,28.70370333,0.524520707,-2.162233267,4
169.5,74.5,9,0,0,0.94444593,0.61709461,0.86111195,0.713326365,100.425925,86.833332,121.88889,92.5555525,-40.777776,64.38889,-23.6111105,121.88889,0.288877185,-2.272526,1
212,52.33333333,9,0,0,0.851851907,0.795197343,0.537037033,0.506363273,9.3086422,6.518518667,14.888889,6.5185184,-8.370370433,16.74074067,-8.370370333,14.888889,0.602219067,-2.081750733,4
232,175,9,0,0,1.1666669,0.62360954,2.8333333,2.1679492,15.37037,12.444445,13.555555,20.11111,-8.777778,-5.4444447,14.222222,20.11111,0.38741234,2.2421958,5
191,101,9,0,0,1.111112,0.7793635,1.1111113,1.186342,45.037037,39,57.11111,39,-18.11111,36.22222,-18.11111,57.11111,0.32273299,-2.0943027,3
208,65,9,0,0,1.3888874,1.2367799,26.444445,25.537477,56.703705,52.666668,64.44444,53,-12.111111,23.222221,-11.111111,64.44444,0.19713038,-1.9708116,3
124,29,9,0,0,1.0000013,0.7111076,1.0555534,0.90741664,128.44444,119.22222,142.88889,123.22222,-27.666666,43.333332,-15.666667,142.88889,0.16561614,-2.271128,1
21,122,9,0,0,0.44444445,0.4036867,0.44444445,0.4036867,0.5555556,0,1.2222222,0.44444445,-1.6666666,2,-0.33333334,1.2222222,0.5555556,-2.4445627,2
228,20,9,0,0,1.0555547,0.49065518,0.8333333,0.7527733,125,114,140.55556,120.44444,-33,46.666668,-13.666667,140.55556,0.18889166,-2.348006,1
111.5,69,9,0,0,0.50000065,0.39404731,0.916666025,0.498356955,105.314815,92.7222255,124.72222,98.5,-37.777776,58.2222235,-20.444445,124.72222,0.2567906,-2.28799785,1
236.3333333,118,9,0,0,2.833333967,1.897464667,1.425925333,1.145789903,44.25925967,39.296298,54.85185167,38.62963033,-14.888889,31.77777767,-16.88888833,54.85185167,0.30360802,-2.038816633,3
86.5,194.5,9,0.055555555,0,2.3055557,1.26069355,2.222222,1.7391633,61.5,54.333334,76.111115,54.055555,-21.5,43.8333315,-22.333333,76.111115,0.29355259,-2.07905555,6
14,146,9,0.11111111,0,0.888889,0.4740738,1.1111112,0.7407407,10.592592,8,15.666667,8.111112,-7.7777777,15.222222,-7.4444447,15.666667,0.48786426,-2.1089108,3
137,182,9,0,0,1.8333334,3.8555553,3.6111107,9.218522,34.925926,31.444445,42.88889,30.444445,-10.444445,23.88889,-13.444445,42.88889,0.28575617,-2.0011246,6
119.5,119.5,9,0,0,1.19444435,0.96481502,2.3888888,1.82592595,20.4074075,18.055555,27.0555555,16.1111115,-7.0555554,19.9444445,-12.888889,27.0555555,0.416833475,-1.8722069,3
250,176,9,0,0.11111111,1.611112,1.0628399,3.444444,1.6953092,53.666668,47.11111,67.66667,46.22222,-19.666666,42,-22.333334,67.66667,0.3181372,-2.0522583,6
226,83,9,0,0,0.8888893,0.5185186,1.0555521,0.50740635,90.62963,74.55556,116.888885,80.44444,-48.22222,78.77778,-30.555555,116.888885,0.36206177,-2.2390528,1
207,115,9,0,0,1.0555555,0.3296295,0.16666669,0.033333343,1.2222222,0.44444445,2.8888888,0.33333334,-2.3333333,5,-2.6666667,2.8888888,0.93333334,-2.0655363,4
60.5,42.5,9,0,0,2.8333338,2.36876182,0.916666025,0.511714485,64.0555555,56.444443,79.2777775,56.444444,-22.8333345,45.666665,-22.833333,79.2777775,0.29566596,-2.0876051,3
107,21,9,0,0,0.66666156,0.51639783,1.1666666,0.4082483,126.77778,115.77778,141.88889,122.666664,-33,45.333332,-12.333333,141.88889,0.18402189,-2.3703718,1
33,149,9,0,0,0.5555556,0.25185165,0.72222227,0.15185171,5.4444447,4.111111,8.666667,3.5555556,-4,9.666667,-5.6666665,8.666667,0.5783389,-1.9857028,0
196,95,9,0,0,1.722222,1.1238165,1.3333335,1.264911,7.6296296,6.7777777,10.777778,5.3333335,-2.5555556,9.444445,-6.888889,10.777778,0.51256585,-1.7492584,4
66,160,9,0,0,3.0000007,4.044447,2.777778,0.4296295,22.851852,18.222221,31.555555,18.777779,-13.888889,26.11111,-12.222222,31.555555,0.4260139,-2.1387258,3
218,142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9,80,9,0,0,2.9444444,13.751853,16.666666,71.5111,23.62963,17.333334,31.666666,21.88889,-18.88889,24.11111,-5.2222223,31.666666,0.5142537,-2.4315135,0
88,180,9,0,0,1.4999994,0.93689823,3.833332,2.888675,50.407406,45.22222,62.333332,43.666668,-15.555555,35.77778,-20.222221,62.333332,0.3009182,-2.0087192,6
22,87,9,0,0,1.8888899,1.2590423,1.1666666,0.62361073,64.03704,55.77778,80.333336,56,-24.777779,48.88889,-24.11111,80.333336,0.30969977,-2.105073,3
72,191,9,0.11111111,0,1.2777777,0.5074075,3.1111114,4.6074066,15.185185,12.111111,14.888889,18.555555,-9.222222,-0.8888889,10.111111,18.555555,0.3503698,2.545329,5
185.6666667,108,9,0,0,1.648148033,1.454744867,1.518518867,1.033944367,46.987654,42.59259067,57.14814733,41.22222267,-13.185185,30.481482,-17.296296,57.14814733,0.278776537,-2.0027572,3
69,139,9,0,0,2.8333328,1.7732588,2.1111112,1.6688871,18.074074,16,22.555555,15.666667,-6.2222223,13.444445,-7.2222223,23.88889,0.38661182,-1.7028334,2
39,90,9,0,0,1.0925925,0.75185202,0.759259243,0.31728399,2.790123467,0.407407437,7.111111233,0.851851847,-7.148148,12.962963,-5.8148149,7.111111233,0.952356083,-2.158316767,2
157,85,9,0,0,1.2222223,1.2412657,0.22222233,0.17213264,18.925926,14.555555,26.88889,15.333333,-13.111111,23.88889,-10.777778,26.88889,0.45902446,-2.1609125,4
167,189,9,0,0,3.7777774,2.2377224,3.7777774,1.544405,58.407406,51.333332,72.44444,51.444443,-21.222221,42.11111,-20.88889,72.44444,0.29552308,-2.1013258,6
82.5,98,9,0,0,1.27777785,1.148148,1.11111085,0.88518475,21.3518525,21.2777775,26.7222225,16.055556,-0.22222222,16.1111115,-15.888888,26.7222225,0.397614065,-1.56296325,0
129,134.5,9,0,0,0.63888893,0.431481515,1.08333335,0.327777665,6.35185185,7.7777777,7.55555565,3.7222222,4.27777765,3.61111115,-7.88888885,8.111111,0.543871265,-1.00113303,0
